ad_id,brand_category,competitor_page,ad_creation_time,ad_creative_body,spend_lower_inr,spend_upper_inr,impressions_lower,impressions_upper,publisher_platform,region_distribution,target_age_group,cta_type,is_active
AD_100778,Man Matters,The Man Company,2026-02-19,Give your baby the best nutrition.,7779,24402,64805,235744,Facebook,India - South,25-34,Learn More,True
AD_100779,Little Joys,Slurrp Farm,2025-11-08,Doctor recommended wellness formula.,16243,18488,72015,167717,Facebook,India - South,35-44,Shop Now,True
AD_100780,Man Matters,Beardo,2025-10-08,Doctor recommended wellness formula.,10957,27107,7587,69845,Facebook,India - East,25-34,Shop Now,True
AD_100781,Little Joys,Supples,2026-01-26,Boost immunity with natural ingredients.,14536,17884,86873,144186,Audience Network,India - South,18-24,Learn More,False
AD_100782,Man Matters,Beardo,2025-11-21,Transform your hair naturally.,13892,43516,33258,137641,Facebook,India - North,25-34,Shop Now,True
AD_100783,Man Matters,The Man Company,2025-10-23,Special festive discount live now.,12065,35404,92265,289479,Messenger,India - West,35-44,Learn More,True
AD_100784,Bebodywise,Plix,2025-11-16,Clinically proven results in 30 days.,17223,32003,75484,208451,Facebook,India - West,25-34,Shop Now,True
AD_100785,Little Joys,Slurrp Farm,2025-11-30,Dermatologist tested and approved.,16363,24917,28046,194999,Messenger,India - North,25-34,Learn More,False
AD_100786,Man Matters,Traya,2025-11-20,Clinically proven results in 30 days.,8983,25888,19419,208930,Instagram,India - North,18-24,Learn More,False
AD_100787,Man Matters,Traya,2026-02-12,Clinically proven results in 30 days.,1852,22277,67933,101363,Facebook,India - West,35-44,Sign Up,True
AD_100788,Little Joys,Brainiac,2025-12-04,Transform your hair naturally.,9141,32581,19577,39092,Facebook,India - North,35-44,Sign Up,True
AD_100789,Bebodywise,Plix,2025-09-02,Boost immunity with natural ingredients.,15994,22873,70274,91339,Instagram,India - North,25-34,Order Now,True
AD_100790,Little Joys,Brainiac,2025-10-06,Give your baby the best nutrition.,13818,27079,13064,206439,Instagram,India - South,18-24,Shop Now,False
AD_100791,Man Matters,Beardo,2025-11-04,Special festive discount live now.,7594,12849,43845,228661,Instagram,India - East,25-34,Learn More,True
AD_100792,Bebodywise,Setu Nutrition,2025-10-23,Clinically proven results in 30 days.,10920,31824,72076,103763,Audience Network,India - West,25-34,Order Now,False
AD_100793,Man Matters,The Man Company,2025-08-27,Transform your hair naturally.,17041,41277,52074,232680,Instagram,India - South,25-34,Order Now,False
AD_100794,Bebodywise,Plix,2025-11-19,Give your baby the best nutrition.,19346,27009,66480,176345,Facebook,India - West,18-24,Learn More,True
AD_100795,Bebodywise,Plix,2026-02-15,Feel confident every day.,17783,21341,59362,103350,Facebook,India - East,45-54,Shop Now,False
AD_100796,Man Matters,Beardo,2025-12-13,Boost immunity with natural ingredients.,17711,37862,43534,79159,Audience Network,India - North,18-24,Shop Now,False
AD_100797,Little Joys,Slurrp Farm,2025-10-16,Transform your hair naturally.,15930,41571,89401,268263,Audience Network,India - East,35-44,Order Now,True
AD_100798,Man Matters,The Man Company,2025-12-15,Limited time offer! Get healthier skin today.,19810,44985,85237,268934,Audience Network,India - North,25-34,Order Now,True
AD_100799,Little Joys,Supples,2026-01-22,Limited time offer! Get healthier skin today.,14113,24095,64740,137864,Messenger,India - East,45-54,Sign Up,True
AD_100800,Bebodywise,Nua Woman,2026-02-20,Flat 40% off on your first purchase.,19905,31690,35355,112355,Facebook,India - West,25-34,Order Now,False
AD_100801,Man Matters,Beardo,2025-09-04,Transform your hair naturally.,11310,36928,37120,88162,Instagram,India - East,25-34,Shop Now,True
AD_100802,Man Matters,The Man Company,2025-12-07,Feel confident every day.,14757,35916,53215,157507,Messenger,India - East,18-24,Learn More,True
AD_100803,Bebodywise,Nua Woman,2025-08-31,Feel confident every day.,12053,17725,54840,166995,Instagram,India - East,18-24,Learn More,True
AD_100804,Man Matters,Traya,2026-01-22,Transform your hair naturally.,4436,21457,18202,161035,Instagram,India - North,25-34,Order Now,True
AD_100805,Bebodywise,Nua Woman,2025-09-10,Special festive discount live now.,13302,31315,60843,173928,Facebook,India - North,35-44,Order Now,True
AD_100806,Little Joys,Supples,2025-10-23,Flat 40% off on your first purchase.,15760,42594,85091,112818,Audience Network,India - South,35-44,Learn More,True
AD_100807,Man Matters,Beardo,2026-01-13,Doctor recommended wellness formula.,6147,15062,94985,114781,Facebook,India - North,18-24,Order Now,True
AD_100808,Man Matters,Beardo,2025-11-05,Doctor recommended wellness formula.,12949,33452,69147,146178,Facebook,India - West,25-34,Shop Now,True
AD_100809,Man Matters,Traya,2025-12-19,Boost immunity with natural ingredients.,7322,25534,16415,128820,Facebook,India - East,25-34,Learn More,False
AD_100810,Little Joys,Brainiac,2025-10-31,Give your baby the best nutrition.,3445,24720,84843,189940,Audience Network,India - East,25-34,Learn More,True
AD_100811,Man Matters,Traya,2025-11-30,Doctor recommended wellness formula.,13823,30961,23114,42280,Facebook,India - North,25-34,Shop Now,True
AD_100812,Bebodywise,Nua Woman,2025-08-28,Dermatologist tested and approved.,6937,30775,60540,235930,Messenger,India - South,45-54,Sign Up,False
AD_100813,Bebodywise,Plix,2026-01-21,Limited time offer! Get healthier skin today.,5151,24258,84707,208950,Audience Network,India - North,45-54,Order Now,False
AD_100814,Man Matters,Beardo,2025-10-04,Limited time offer! Get healthier skin today.,10605,24252,51287,199275,Audience Network,India - North,45-54,Learn More,True
AD_100815,Little Joys,Slurrp Farm,2026-01-20,Boost immunity with natural ingredients.,8956,15648,88303,106126,Facebook,India - South,25-34,Order Now,True
AD_100816,Man Matters,Beardo,2025-12-14,Dermatologist tested and approved.,13030,41242,19454,114491,Facebook,India - West,45-54,Shop Now,False
AD_100817,Man Matters,Traya,2026-01-08,Limited time offer! Get healthier skin today.,19887,46224,79507,192471,Messenger,India - North,45-54,Learn More,True
AD_100818,Little Joys,Brainiac,2025-09-22,Give your baby the best nutrition.,19993,30542,17051,188714,Instagram,India - South,35-44,Learn More,False
AD_100819,Man Matters,Traya,2025-11-23,Give your baby the best nutrition.,3076,29257,93461,195979,Instagram,India - North,25-34,Shop Now,False
AD_100820,Man Matters,Beardo,2026-02-15,Boost immunity with natural ingredients.,3757,23403,53615,231693,Messenger,India - South,18-24,Sign Up,False
AD_100821,Man Matters,The Man Company,2026-02-07,Give your baby the best nutrition.,6909,36737,91623,149962,Audience Network,India - North,35-44,Order Now,True
AD_100822,Little Joys,Brainiac,2026-02-11,Feel confident every day.,5895,28966,57327,218176,Audience Network,India - East,25-34,Shop Now,True
AD_100823,Little Joys,Slurrp Farm,2025-12-30,Flat 40% off on your first purchase.,17684,33872,51741,206321,Facebook,India - West,35-44,Sign Up,True
AD_100824,Bebodywise,Setu Nutrition,2025-10-14,Boost immunity with natural ingredients.,8908,15734,48338,180886,Instagram,India - East,45-54,Learn More,False
AD_100825,Bebodywise,Nua Woman,2025-11-27,Dermatologist tested and approved.,18823,25254,17422,100207,Instagram,India - North,18-24,Shop Now,False
AD_100826,Man Matters,Traya,2025-10-31,Special festive discount live now.,4015,30695,81753,279113,Facebook,India - East,25-34,Sign Up,False
AD_100827,Little Joys,Supples,2025-09-10,Clinically proven results in 30 days.,16617,39827,78594,240537,Messenger,India - East,45-54,Shop Now,False
AD_100828,Little Joys,Slurrp Farm,2025-12-10,Give your baby the best nutrition.,14317,43868,57630,88095,Audience Network,India - South,35-44,Shop Now,False
AD_100829,Bebodywise,Plix,2026-01-24,Limited time offer! Get healthier skin today.,10248,19875,15384,168472,Facebook,India - East,18-24,Order Now,True
AD_100830,Bebodywise,Setu Nutrition,2025-12-08,Give your baby the best nutrition.,8422,27031,88781,158939,Messenger,India - West,35-44,Shop Now,True
AD_100831,Little Joys,Brainiac,2026-01-06,Special festive discount live now.,6086,29799,27130,161711,Facebook,India - West,25-34,Shop Now,True
AD_100832,Man Matters,Traya,2025-08-28,Flat 40% off on your first purchase.,5477,17448,91696,215287,Instagram,India - South,25-34,Sign Up,True
AD_100833,Bebodywise,Setu Nutrition,2025-10-05,Boost immunity with natural ingredients.,14206,34833,28388,188331,Instagram,India - South,25-34,Sign Up,True
AD_100834,Little Joys,Brainiac,2026-01-08,Feel confident every day.,9666,20204,76177,162723,Audience Network,India - West,35-44,Shop Now,False
AD_100835,Man Matters,The Man Company,2026-02-02,Feel confident every day.,13241,26605,48697,62718,Audience Network,India - East,35-44,Sign Up,False
AD_100836,Little Joys,Supples,2026-01-06,Feel confident every day.,17632,26266,68322,140178,Messenger,India - North,18-24,Order Now,True
AD_100837,Bebodywise,Nua Woman,2025-11-27,Limited time offer! Get healthier skin today.,8025,13405,54727,164006,Audience Network,India - North,25-34,Learn More,True
AD_100838,Man Matters,The Man Company,2026-02-13,Limited time offer! Get healthier skin today.,10925,16245,33578,61394,Audience Network,India - South,18-24,Learn More,False
AD_100839,Little Joys,Slurrp Farm,2025-11-14,Feel confident every day.,1115,16470,88101,105443,Instagram,India - South,18-24,Shop Now,False
AD_100840,Bebodywise,Plix,2025-12-25,Feel confident every day.,1482,20656,61019,261006,Instagram,India - West,25-34,Sign Up,True
AD_100841,Bebodywise,Setu Nutrition,2026-02-09,Clinically proven results in 30 days.,3931,26879,39083,226571,Messenger,India - South,35-44,Sign Up,True
AD_100842,Man Matters,Beardo,2026-01-06,Doctor recommended wellness formula.,19198,46195,60671,94940,Instagram,India - North,45-54,Learn More,False
AD_100843,Man Matters,Beardo,2025-11-14,Clinically proven results in 30 days.,12947,36105,26737,132425,Audience Network,India - North,45-54,Learn More,True
AD_100844,Man Matters,Traya,2025-10-05,Feel confident every day.,17918,20399,36470,177604,Audience Network,India - North,25-34,Order Now,False
AD_100845,Little Joys,Supples,2025-11-25,Clinically proven results in 30 days.,19912,47440,96653,227574,Instagram,India - South,45-54,Order Now,False
AD_100846,Little Joys,Supples,2025-09-08,Feel confident every day.,3898,11310,31932,148824,Instagram,India - North,35-44,Learn More,False
AD_100847,Bebodywise,Setu Nutrition,2025-08-31,Boost immunity with natural ingredients.,10599,40095,5315,203509,Instagram,India - South,18-24,Shop Now,False
AD_100848,Little Joys,Brainiac,2025-09-02,Give your baby the best nutrition.,19911,34893,77216,190012,Instagram,India - South,25-34,Shop Now,True
AD_100849,Little Joys,Brainiac,2025-11-02,Clinically proven results in 30 days.,10377,39422,13752,112366,Messenger,India - North,25-34,Sign Up,False
AD_100850,Bebodywise,Setu Nutrition,2026-01-22,Clinically proven results in 30 days.,10786,31348,75749,175543,Instagram,India - East,25-34,Sign Up,True
AD_100851,Bebodywise,Nua Woman,2025-09-30,Give your baby the best nutrition.,13722,17388,6951,67088,Facebook,India - South,45-54,Sign Up,False
AD_100852,Little Joys,Brainiac,2025-10-17,Limited time offer! Get healthier skin today.,1454,29488,99430,197347,Audience Network,India - South,35-44,Learn More,True
AD_100853,Bebodywise,Setu Nutrition,2025-12-03,Limited time offer! Get healthier skin today.,12200,28793,64162,159573,Audience Network,India - South,25-34,Order Now,False
AD_100854,Man Matters,Beardo,2025-09-28,Clinically proven results in 30 days.,16201,45198,80019,124029,Audience Network,India - South,35-44,Shop Now,True
AD_100855,Little Joys,Slurrp Farm,2025-12-08,Doctor recommended wellness formula.,15548,34752,93098,134920,Audience Network,India - West,25-34,Shop Now,False
AD_100856,Bebodywise,Plix,2025-11-12,Feel confident every day.,11723,28601,98558,175537,Instagram,India - West,25-34,Order Now,False
AD_100857,Man Matters,Traya,2025-09-29,Doctor recommended wellness formula.,2020,30470,8642,41004,Messenger,India - West,25-34,Learn More,True
AD_100858,Man Matters,Beardo,2026-01-09,Feel confident every day.,3629,12429,83193,173225,Facebook,India - North,35-44,Learn More,False
AD_100859,Little Joys,Brainiac,2025-10-05,Boost immunity with natural ingredients.,19466,34325,28399,155629,Facebook,India - East,45-54,Learn More,True
AD_100860,Little Joys,Supples,2026-02-05,Doctor recommended wellness formula.,12257,35225,21516,101305,Instagram,India - North,25-34,Shop Now,True
AD_100861,Little Joys,Slurrp Farm,2026-02-11,Give your baby the best nutrition.,19932,42573,32130,135932,Messenger,India - South,35-44,Shop Now,True
AD_100862,Little Joys,Brainiac,2025-08-27,Special festive discount live now.,7054,30134,17392,85939,Messenger,India - South,25-34,Learn More,False
AD_100863,Bebodywise,Nua Woman,2025-10-14,Doctor recommended wellness formula.,19310,32719,13019,129913,Messenger,India - East,25-34,Learn More,False
AD_100864,Bebodywise,Nua Woman,2025-10-19,Special festive discount live now.,14064,40538,12107,144464,Audience Network,India - West,25-34,Sign Up,False
AD_100865,Little Joys,Slurrp Farm,2026-02-09,Doctor recommended wellness formula.,11652,15252,78076,134242,Facebook,India - North,35-44,Learn More,True
AD_100866,Little Joys,Brainiac,2026-01-23,Boost immunity with natural ingredients.,8799,31763,8167,180583,Messenger,India - West,35-44,Learn More,False
AD_100867,Bebodywise,Nua Woman,2025-08-31,Limited time offer! Get healthier skin today.,1331,17971,41124,81536,Instagram,India - East,45-54,Shop Now,True
AD_100868,Little Joys,Slurrp Farm,2025-08-31,Transform your hair naturally.,15114,41260,47092,81215,Audience Network,India - East,45-54,Sign Up,False
AD_100869,Bebodywise,Nua Woman,2025-11-04,Special festive discount live now.,15052,27826,30923,211582,Audience Network,India - South,25-34,Shop Now,True
AD_100870,Bebodywise,Setu Nutrition,2025-11-18,Give your baby the best nutrition.,12559,26572,76491,229366,Facebook,India - East,35-44,Learn More,True
AD_100871,Bebodywise,Nua Woman,2025-09-17,Dermatologist tested and approved.,14793,32633,8287,23525,Messenger,India - East,35-44,Learn More,False
AD_100872,Little Joys,Supples,2025-09-05,Special festive discount live now.,2955,16514,91810,110692,Facebook,India - North,25-34,Shop Now,True
AD_100873,Man Matters,Beardo,2025-12-26,Limited time offer! Get healthier skin today.,8829,33558,70860,144587,Audience Network,India - East,45-54,Order Now,False
AD_100874,Little Joys,Slurrp Farm,2025-08-29,Special festive discount live now.,15651,34414,70890,219653,Audience Network,India - South,25-34,Learn More,False
AD_100875,Little Joys,Brainiac,2025-08-24,Give your baby the best nutrition.,19219,41631,67406,200782,Messenger,India - West,25-34,Learn More,False
AD_100876,Bebodywise,Nua Woman,2025-11-15,Give your baby the best nutrition.,6118,19620,23541,88360,Facebook,India - West,18-24,Learn More,False
AD_100877,Bebodywise,Nua Woman,2026-01-11,Special festive discount live now.,16607,43721,22280,205828,Instagram,India - North,18-24,Order Now,True
AD_100878,Man Matters,The Man Company,2026-01-17,Feel confident every day.,15827,40374,19017,81079,Facebook,India - South,25-34,Sign Up,False
AD_100879,Bebodywise,Setu Nutrition,2025-11-24,Dermatologist tested and approved.,7493,28277,84379,159724,Audience Network,India - South,35-44,Shop Now,True
AD_100880,Bebodywise,Plix,2026-01-27,Limited time offer! Get healthier skin today.,3808,32141,94109,199826,Facebook,India - South,18-24,Learn More,True
AD_100881,Little Joys,Brainiac,2025-12-24,Dermatologist tested and approved.,16001,22863,23633,62404,Facebook,India - North,45-54,Sign Up,True
AD_100882,Bebodywise,Nua Woman,2025-11-08,Dermatologist tested and approved.,4271,33700,7095,53763,Audience Network,India - South,18-24,Order Now,True
AD_100883,Man Matters,Beardo,2025-09-25,Transform your hair naturally.,12676,37353,64040,111553,Audience Network,India - East,35-44,Shop Now,False
AD_100884,Man Matters,The Man Company,2025-11-19,Limited time offer! Get healthier skin today.,15552,20578,18975,213018,Audience Network,India - East,18-24,Shop Now,True
AD_100885,Little Joys,Brainiac,2025-11-23,Limited time offer! Get healthier skin today.,18035,31917,11829,123440,Instagram,India - North,25-34,Order Now,False
AD_100886,Man Matters,Traya,2025-08-29,Flat 40% off on your first purchase.,14714,27631,55868,78272,Instagram,India - West,35-44,Order Now,False
AD_100887,Man Matters,Beardo,2025-10-09,Dermatologist tested and approved.,5359,33436,46723,153749,Instagram,India - East,45-54,Shop Now,False
AD_100888,Bebodywise,Plix,2025-11-05,Flat 40% off on your first purchase.,8152,21466,72216,189821,Messenger,India - South,45-54,Shop Now,False
AD_100889,Little Joys,Supples,2026-01-02,Boost immunity with natural ingredients.,15753,34186,76584,273374,Messenger,India - South,18-24,Learn More,True
AD_100890,Little Joys,Slurrp Farm,2026-01-08,Give your baby the best nutrition.,4165,33705,73750,161006,Audience Network,India - South,18-24,Learn More,False
AD_100891,Man Matters,The Man Company,2026-01-26,Give your baby the best nutrition.,6134,16484,38402,61422,Facebook,India - West,35-44,Learn More,True
AD_100892,Bebodywise,Plix,2026-02-13,Transform your hair naturally.,11738,18187,15657,149027,Instagram,India - West,18-24,Sign Up,True
AD_100893,Man Matters,Beardo,2025-09-01,Special festive discount live now.,8850,24957,76807,99766,Instagram,India - East,25-34,Sign Up,True
AD_100894,Man Matters,Traya,2025-12-22,Give your baby the best nutrition.,14717,38418,17503,138982,Facebook,India - South,35-44,Shop Now,True
AD_100895,Bebodywise,Plix,2025-12-29,Clinically proven results in 30 days.,11788,34177,82516,190104,Messenger,India - West,35-44,Shop Now,True
AD_100896,Little Joys,Slurrp Farm,2025-11-12,Special festive discount live now.,15036,20281,20206,130186,Messenger,India - West,35-44,Learn More,True
AD_100897,Bebodywise,Setu Nutrition,2026-01-20,Boost immunity with natural ingredients.,4158,9944,13120,120498,Messenger,India - East,45-54,Sign Up,True
AD_100898,Little Joys,Supples,2025-12-08,Transform your hair naturally.,19448,27449,59332,191832,Instagram,India - South,45-54,Learn More,False
AD_100899,Bebodywise,Setu Nutrition,2025-10-18,Feel confident every day.,11624,20035,80233,257787,Audience Network,India - South,45-54,Sign Up,False
AD_100900,Man Matters,Beardo,2026-02-17,Limited time offer! Get healthier skin today.,7372,36206,52914,109190,Instagram,India - North,35-44,Shop Now,True
AD_100901,Bebodywise,Setu Nutrition,2025-11-03,Flat 40% off on your first purchase.,15818,41949,32477,147727,Facebook,India - North,25-34,Shop Now,True
AD_100902,Man Matters,The Man Company,2025-12-30,Transform your hair naturally.,11746,34843,45591,238140,Messenger,India - West,25-34,Sign Up,True
AD_100903,Man Matters,Beardo,2025-09-05,Doctor recommended wellness formula.,18541,30804,31904,222407,Audience Network,India - South,18-24,Sign Up,True
AD_100904,Bebodywise,Plix,2025-08-28,Limited time offer! Get healthier skin today.,18847,35054,22894,53240,Facebook,India - South,45-54,Shop Now,False
AD_100905,Little Joys,Brainiac,2025-12-21,Flat 40% off on your first purchase.,17163,28599,87699,223481,Audience Network,India - South,25-34,Order Now,False
AD_100906,Man Matters,Beardo,2026-02-16,Doctor recommended wellness formula.,3719,26153,45744,207552,Instagram,India - South,45-54,Order Now,True
AD_100907,Man Matters,The Man Company,2025-11-03,Transform your hair naturally.,19647,30057,38640,84499,Messenger,India - North,35-44,Sign Up,True
AD_100908,Little Joys,Slurrp Farm,2025-11-29,Limited time offer! Get healthier skin today.,10571,24374,79619,225837,Messenger,India - South,25-34,Learn More,True
AD_100909,Man Matters,The Man Company,2025-11-19,Give your baby the best nutrition.,12840,41450,63767,200834,Facebook,India - West,35-44,Order Now,True
AD_100910,Man Matters,The Man Company,2026-01-25,Transform your hair naturally.,1319,22257,42179,134613,Facebook,India - East,25-34,Order Now,False
AD_100911,Man Matters,Beardo,2025-12-15,Special festive discount live now.,5128,29198,73890,241216,Audience Network,India - East,45-54,Order Now,True
AD_100912,Man Matters,Beardo,2025-10-16,Clinically proven results in 30 days.,9143,30145,6772,184397,Facebook,India - West,18-24,Learn More,False
AD_100913,Bebodywise,Nua Woman,2025-09-19,Transform your hair naturally.,17856,41458,85448,210910,Instagram,India - North,35-44,Learn More,False
AD_100914,Man Matters,Beardo,2025-10-31,Boost immunity with natural ingredients.,6335,32174,47296,189124,Audience Network,India - South,18-24,Shop Now,False
AD_100915,Little Joys,Supples,2025-12-10,Give your baby the best nutrition.,17115,21931,45551,97166,Facebook,India - West,25-34,Sign Up,True
AD_100916,Man Matters,The Man Company,2025-10-09,Boost immunity with natural ingredients.,5560,15047,51462,165388,Messenger,India - North,35-44,Learn More,True
AD_100917,Man Matters,The Man Company,2025-08-28,Flat 40% off on your first purchase.,6123,11898,58573,204333,Instagram,India - South,35-44,Order Now,True
AD_100918,Little Joys,Supples,2025-12-04,Boost immunity with natural ingredients.,14069,19767,92295,230030,Instagram,India - West,35-44,Order Now,False
AD_100919,Little Joys,Supples,2026-02-07,Flat 40% off on your first purchase.,10962,32820,95835,280958,Audience Network,India - West,18-24,Sign Up,False
AD_100920,Man Matters,The Man Company,2026-01-02,Limited time offer! Get healthier skin today.,3840,11067,25380,108246,Instagram,India - South,35-44,Shop Now,False
AD_100921,Bebodywise,Nua Woman,2025-12-19,Give your baby the best nutrition.,5749,22991,51005,196668,Facebook,India - East,45-54,Order Now,False
AD_100922,Little Joys,Supples,2025-10-05,Clinically proven results in 30 days.,19828,40105,66731,131684,Instagram,India - South,18-24,Sign Up,False
AD_100923,Man Matters,Traya,2026-02-01,Flat 40% off on your first purchase.,10217,35802,72282,241744,Instagram,India - East,18-24,Order Now,True
AD_100924,Little Joys,Slurrp Farm,2026-01-04,Transform your hair naturally.,3359,5843,54576,247630,Instagram,India - East,35-44,Shop Now,False
AD_100925,Bebodywise,Setu Nutrition,2025-12-25,Doctor recommended wellness formula.,1699,15983,37373,166233,Facebook,India - South,18-24,Sign Up,False
AD_100926,Man Matters,The Man Company,2026-01-02,Special festive discount live now.,2907,5988,85283,103609,Instagram,India - East,35-44,Sign Up,False
AD_100927,Man Matters,Traya,2025-12-11,Transform your hair naturally.,16659,19265,97683,204368,Facebook,India - West,18-24,Sign Up,False
AD_100928,Bebodywise,Setu Nutrition,2025-09-03,Flat 40% off on your first purchase.,13126,39438,54123,100587,Audience Network,India - East,25-34,Sign Up,False
AD_100929,Man Matters,The Man Company,2026-02-03,Clinically proven results in 30 days.,15539,45160,76105,118044,Messenger,India - South,18-24,Sign Up,True
AD_100930,Little Joys,Slurrp Farm,2026-01-21,Special festive discount live now.,13715,35449,53290,96141,Messenger,India - West,35-44,Order Now,True
AD_100931,Man Matters,Traya,2025-11-22,Flat 40% off on your first purchase.,16719,36932,72313,247803,Facebook,India - South,25-34,Order Now,True
AD_100932,Man Matters,Traya,2026-01-16,Give your baby the best nutrition.,5973,24297,21240,152927,Instagram,India - East,45-54,Sign Up,False
AD_100933,Man Matters,Traya,2025-11-16,Boost immunity with natural ingredients.,9263,29831,88253,111232,Audience Network,India - West,25-34,Order Now,False
AD_100934,Bebodywise,Plix,2025-10-31,Doctor recommended wellness formula.,8675,34684,78895,241012,Audience Network,India - East,45-54,Learn More,True
AD_100935,Little Joys,Brainiac,2026-02-16,Dermatologist tested and approved.,13786,33781,45801,167350,Instagram,India - South,35-44,Shop Now,False
AD_100936,Man Matters,Beardo,2025-09-19,Flat 40% off on your first purchase.,13835,28585,17352,74440,Instagram,India - East,35-44,Order Now,True
AD_100937,Man Matters,The Man Company,2025-12-31,Doctor recommended wellness formula.,4176,12294,70042,119032,Instagram,India - West,35-44,Shop Now,True
AD_100938,Man Matters,Traya,2025-09-27,Feel confident every day.,19985,44388,47642,97967,Facebook,India - West,18-24,Learn More,False
AD_100939,Man Matters,Beardo,2025-12-31,Dermatologist tested and approved.,16431,26355,32112,183192,Instagram,India - East,18-24,Sign Up,False
AD_100940,Man Matters,The Man Company,2026-02-11,Dermatologist tested and approved.,8661,24600,30235,151495,Facebook,India - South,35-44,Order Now,True
AD_100941,Man Matters,Beardo,2025-12-29,Special festive discount live now.,1417,10046,88649,104759,Instagram,India - South,45-54,Order Now,False
AD_100942,Bebodywise,Setu Nutrition,2025-11-26,Clinically proven results in 30 days.,7889,14105,20253,219754,Messenger,India - South,35-44,Sign Up,False
AD_100943,Man Matters,Beardo,2026-02-04,Give your baby the best nutrition.,9661,38097,89679,267132,Instagram,India - South,45-54,Sign Up,False
AD_100944,Bebodywise,Setu Nutrition,2025-11-29,Give your baby the best nutrition.,17061,42470,95603,236134,Facebook,India - West,45-54,Sign Up,False
AD_100945,Little Joys,Slurrp Farm,2026-01-21,Dermatologist tested and approved.,11654,25317,21937,46601,Facebook,India - West,25-34,Order Now,True
AD_100946,Bebodywise,Nua Woman,2025-11-22,Boost immunity with natural ingredients.,2609,26818,26562,146227,Facebook,India - South,25-34,Order Now,True
AD_100947,Man Matters,Traya,2025-09-27,Limited time offer! Get healthier skin today.,12009,27759,13715,192068,Facebook,India - North,35-44,Sign Up,True
AD_100948,Bebodywise,Nua Woman,2025-11-07,Transform your hair naturally.,9875,18523,61946,214854,Instagram,India - West,45-54,Learn More,False
AD_100949,Little Joys,Supples,2025-10-19,Limited time offer! Get healthier skin today.,19488,36918,99494,292322,Messenger,India - North,25-34,Sign Up,True
AD_100950,Man Matters,Beardo,2025-12-24,Boost immunity with natural ingredients.,6569,21556,36025,102198,Messenger,India - South,45-54,Sign Up,True
AD_100951,Man Matters,Traya,2025-10-29,Limited time offer! Get healthier skin today.,5690,32312,11117,121390,Facebook,India - South,35-44,Learn More,True
AD_100952,Bebodywise,Nua Woman,2026-02-08,Limited time offer! Get healthier skin today.,6046,14017,35223,184242,Audience Network,India - North,18-24,Shop Now,False
AD_100953,Man Matters,The Man Company,2025-12-03,Dermatologist tested and approved.,16636,31040,48643,106036,Messenger,India - East,25-34,Shop Now,False
AD_100954,Bebodywise,Setu Nutrition,2026-01-24,Clinically proven results in 30 days.,2540,15728,45928,216602,Instagram,India - South,35-44,Learn More,False
AD_100955,Little Joys,Supples,2025-12-01,Boost immunity with natural ingredients.,10689,25763,28420,225190,Facebook,India - West,35-44,Learn More,False
AD_100956,Bebodywise,Setu Nutrition,2025-10-03,Doctor recommended wellness formula.,18848,25362,11350,132684,Audience Network,India - South,25-34,Order Now,True
AD_100957,Little Joys,Slurrp Farm,2026-02-01,Special festive discount live now.,6551,24766,20603,101011,Messenger,India - South,35-44,Learn More,True
AD_100958,Bebodywise,Nua Woman,2025-10-10,Dermatologist tested and approved.,16661,28875,24989,194585,Instagram,India - East,35-44,Sign Up,False
AD_100959,Bebodywise,Plix,2025-09-15,Feel confident every day.,17228,33610,43048,58390,Messenger,India - East,18-24,Learn More,True
AD_100960,Bebodywise,Nua Woman,2025-10-24,Give your baby the best nutrition.,2702,13976,18618,87384,Instagram,India - North,35-44,Order Now,False
AD_100961,Man Matters,The Man Company,2025-09-01,Transform your hair naturally.,7960,12899,7374,145082,Instagram,India - South,35-44,Shop Now,True
AD_100962,Bebodywise,Setu Nutrition,2025-10-29,Dermatologist tested and approved.,6874,12899,46231,221491,Instagram,India - North,25-34,Order Now,True
AD_100963,Man Matters,Beardo,2025-10-02,Limited time offer! Get healthier skin today.,14552,38995,47342,168709,Audience Network,India - North,45-54,Shop Now,True
AD_100964,Little Joys,Slurrp Farm,2026-02-06,Limited time offer! Get healthier skin today.,6991,20422,38803,198460,Instagram,India - South,18-24,Shop Now,True
AD_100965,Man Matters,Traya,2026-01-06,Special festive discount live now.,12583,39944,34604,203370,Facebook,India - South,35-44,Order Now,False
AD_100966,Bebodywise,Plix,2026-01-06,Boost immunity with natural ingredients.,2812,13189,44836,204235,Audience Network,India - West,25-34,Order Now,False
AD_100967,Bebodywise,Setu Nutrition,2025-09-07,Clinically proven results in 30 days.,6699,15167,54163,77567,Audience Network,India - South,45-54,Shop Now,True
AD_100968,Man Matters,Traya,2025-09-04,Doctor recommended wellness formula.,10732,16600,97534,128756,Facebook,India - South,18-24,Order Now,True
AD_100969,Bebodywise,Nua Woman,2025-10-11,Give your baby the best nutrition.,6887,20793,17406,118924,Instagram,India - East,18-24,Sign Up,False
AD_100970,Bebodywise,Setu Nutrition,2025-09-14,Doctor recommended wellness formula.,9899,22592,66830,150800,Facebook,India - South,35-44,Learn More,True
AD_100971,Man Matters,Beardo,2026-01-12,Clinically proven results in 30 days.,10736,36854,20554,207158,Audience Network,India - South,25-34,Shop Now,True
AD_100972,Man Matters,Beardo,2025-10-26,Boost immunity with natural ingredients.,4973,12591,29854,128162,Instagram,India - West,35-44,Shop Now,True
